"Nome Lavoura","Ano","Sigla Região Geográfica IBGE","Sigla UF IBGE","Nome Mesorregião","Nome Microrregião","Nome Município IBGE","Área Colhida","Qtd.Produzida","Valor Produção (Moeda em Real)"
"Soja (em grão)","2010","S","RS","Nordeste Rio-grandense","Caxias do Sul","Pinto Bandeira","","",""
"Soja (em grão)","1999","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Gramado dos Loureiros","4,5","8,1","2025"
"Soja (em grão)","2006","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Sertão Santana","","",""
"Soja (em grão)","1997","S","PR","Norte Central Paranaense","Maringá","Marialva","24,5","66,885","16721"
"Soja (em grão)","1993","S","PR","Centro-Sul Paranaense","Guarapuava","Espigão Alto do Iguaçu","","",""
"Soja (em grão)","1999","S","RS","Centro Ocidental Rio-grandense","Restinga Seca","Agudo","","",""
"Soja (em grão)","2018","S","RS","Sudeste Rio-grandense","Pelotas","Cerrito","5,5","11,5",""
"Soja (em grão)","1995","S","RS","Sudeste Rio-grandense","Pelotas","Morro Redondo","0,04","0,072","9"
"Soja (em grão)","2018","S","SC","Sul Catarinense","Criciúma","Lauro Muller","","",""
"Soja (em grão)","2005","S","PR","Norte Central Paranaense","Astorga","Ângulo","7,4","14,8","6897"
"Soja (em grão)","1994","S","SC","Vale do Itajaí","Ituporanga","Petrolândia","0,005","0,009","1"
"Soja (em grão)","1995","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Joaquim Távora","0,024","0,05","7"
"Soja (em grão)","2017","S","PR","Norte Central Paranaense","Apucarana","Califórnia","9,1","35,945","39540"
"Soja (em grão)","2018","S","PR","Noroeste Paranaense","Cianorte","Cianorte","9,5","25,935",""
"Soja (em grão)","1995","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Santa Amélia","0,85","1,745","257"
"Soja (em grão)","2006","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Colinas","0,45","0,54","215"
"Soja (em grão)","2016","S","SC","Vale do Itajaí","Ituporanga","Petrolândia","1,2","4,68","5429"
"Soja (em grão)","2007","S","RS","Noroeste Rio-grandense","Passo Fundo","Marau","33,5","104,52","46721"
"Soja (em grão)","2004","S","SC","Vale do Itajaí","Itajaí","Barra Velha","","",""
"Soja (em grão)","2017","S","RS","Nordeste Rio-grandense","Vacaria","Campestre da Serra","5,8","22,62","21489"
"Soja (em grão)","1999","S","SC","Sul Catarinense","Tubarão","Laguna","","",""
"Soja (em grão)","2002","S","PR","Metropolitana de Curitiba","Lapa","Lapa","10,6","24,91","10213"
"Soja (em grão)","2003","S","RS","Noroeste Rio-grandense","Passo Fundo","Vanini","0,45","1,35","838"
"Soja (em grão)","2003","S","PR","Norte Central Paranaense","Londrina","Tamarana","9,95","28,893","18058"
"Soja (em grão)","2007","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Guaíba","","",""
"Soja (em grão)","1993","S","PR","Oeste Paranaense","Cascavel","Santa Lúcia","2,23","5,352","25,0083636363636"
"Soja (em grão)","2002","S","PR","Norte Central Paranaense","Londrina","Rolândia","21","57,96","24923"
"Soja (em grão)","2005","S","SC","Norte Catarinense","Joinville","Jaraguá do Sul","","",""
"Soja (em grão)","1996","S","RS","Metropolitana de Porto Alegre","Osório","Palmares do Sul","","",""
"Soja (em grão)","1993","S","RS","Noroeste Rio-grandense","Três Passos","Derrubadas","11,5","25,185","75,8298181818182"
"Soja (em grão)","2018","S","RS","Noroeste Rio-grandense","Sananduva","Cacique Doble","9,2","34,224",""
"Soja (em grão)","2004","S","RS","Noroeste Rio-grandense","Santa Rosa","Porto Vera Cruz","2,59","1,829","1261"
"Soja (em grão)","2006","S","RS","Centro Ocidental Rio-grandense","Santa Maria","Dilermando de Aguiar","9,5","15,96","6198"
"Soja (em grão)","2007","S","RS","Sudeste Rio-grandense","Pelotas","Canguçu","15","27","12960"
"Soja (em grão)","2013","S","PR","Oeste Paranaense","Foz do Iguaçu","Ramilândia","5,3","16,773","15110"
"Soja (em grão)","2010","S","RS","Sudeste Rio-grandense","Litoral Lagunar","Rio Grande","0,4","0,8","480"
"Soja (em grão)","2011","S","RS","Centro Oriental Rio-grandense","Cachoeira do Sul","Cerro Branco","0,3","0,864","575"
"Soja (em grão)","2008","S","PR","Sudoeste Paranaense","Francisco Beltrão","Enéas Marques","0,84","2,312","1618"
"Soja (em grão)","2008","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Estância Velha","","",""
"Soja (em grão)","2011","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Segredo","2,2","7,26","4835"
"Soja (em grão)","2000","S","SC","Oeste Catarinense","Chapecó","Chapecó","3,7","8,88","2353"
"Soja (em grão)","2011","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Bandeirantes","14,14","49,207","32969"
"Soja (em grão)","2001","S","PR","Metropolitana de Curitiba","Curitiba","Balsa Nova","3,5","8,575","2573"
"Soja (em grão)","2010","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Taquari","0,025","0,06","34"
"Soja (em grão)","1996","S","SC","Oeste Catarinense","Chapecó","Iraceminha","0,344","0,574","135"
"Soja (em grão)","2012","S","SC","Vale do Itajaí","Rio do Sul","Rio do Oeste","","",""
"Soja (em grão)","2008","S","PR","Oeste Paranaense","Cascavel","Cafelândia","20,552","71,292","52834"
"Soja (em grão)","2008","S","SC","Sul Catarinense","Tubarão","Armazém","","",""
"Soja (em grão)","2000","S","PR","Norte Central Paranaense","Ivaiporã","São João do Ivaí","11,3","30,51","8421"
"Soja (em grão)","1996","S","PR","Norte Central Paranaense","Faxinal","Cruzmaltina","","",""
"Soja (em grão)","2004","S","PR","Norte Central Paranaense","Astorga","Uniflor","2,4","4,644","3715"
"Soja (em grão)","1994","S","RS","Noroeste Rio-grandense","Erechim","Centenário","5,3","9,54","1520"
"Soja (em grão)","2015","S","PR","Norte Central Paranaense","Ivaiporã","Godoy Moreira","4","12","11922"
"Soja (em grão)","2016","S","RS","Noroeste Rio-grandense","Erechim","Centenário","6,3","22,743","27790"
"Soja (em grão)","1992","S","PR","Metropolitana de Curitiba","Curitiba","Bocaiúva do Sul","","",""
"Soja (em grão)","2010","S","SC","Sul Catarinense","Araranguá","Santa Rosa do Sul","","",""
"Soja (em grão)","1999","S","SC","Norte Catarinense","Joinville","Balneário Barra do Sul","","",""
"Soja (em grão)","2013","S","PR","Sudoeste Paranaense","Pato Branco","Vitorino","18,9","64,31","56974"
"Soja (em grão)","2001","S","RS","Noroeste Rio-grandense","Soledade","Lagoão","","",""
"Soja (em grão)","2009","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Liberato Salzano","4,5","6,48","4471"
"Soja (em grão)","1997","S","RS","Metropolitana de Porto Alegre","Osório","Tavares","","",""
"Soja (em grão)","2016","S","SC","Oeste Catarinense","Xanxerê","Vargeão","5,75","15,525","18630"
"Soja (em grão)","2007","S","RS","Noroeste Rio-grandense","Santo Ângelo","Santo Ângelo","35","86,1","43050"
"Soja (em grão)","2008","S","RS","Noroeste Rio-grandense","Ijuí","Coronel Barros","10,5","21","14835"
"Soja (em grão)","1994","S","SC","Oeste Catarinense","Xanxerê","Vargeão","3,8","7,98","1021"
"Soja (em grão)","1992","S","PR","Noroeste Paranaense","Cianorte","Guaporema","","",""
"Soja (em grão)","2012","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Quatiguá","","",""
"Soja (em grão)","2015","S","SC","Norte Catarinense","Joinville","Araquari","","",""
"Soja (em grão)","2001","S","PR","Norte Central Paranaense","Astorga","Mandaguaçu","6","18","5004"
"Soja (em grão)","2010","S","RS","Noroeste Rio-grandense","Não-Me-Toque","Tapera","12,16","34,048","18781"
"Soja (em grão)","1992","S","PR","Norte Central Paranaense","Porecatu","Primeiro de Maio","15,4","25,247","6,22453309090909"
"Soja (em grão)","1994","S","PR","Metropolitana de Curitiba","Paranaguá","Pontal do Paraná","","",""
"Soja (em grão)","2009","S","RS","Metropolitana de Porto Alegre","Camaquã","Sentinela do Sul","","",""
"Soja (em grão)","1995","S","RS","Sudoeste Rio-grandense","Campanha Meridional","Lavras do Sul","0,5","0,72","96"
"Soja (em grão)","2015","S","PR","Noroeste Paranaense","Cianorte","Rondon","0,12","0,36","346"
"Soja (em grão)","1996","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Congonhinhas","3","5,94","1289"
"Soja (em grão)","1993","S","RS","Centro Oriental Rio-grandense","Cachoeira do Sul","Rio Pardo","5,5","11","75,04"
"Soja (em grão)","1993","S","SC","Norte Catarinense","Canoinhas","Porto União","5","10","26"
"Soja (em grão)","2012","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Fazenda Vilanova","0,25","0,45","381"
"Soja (em grão)","1990","S","RS","Sudeste Rio-grandense","Serras de Sudeste","Caçapava do Sul","5","9","0,0433636363636364"
"Soja (em grão)","1998","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Nova Fátima","7,5","15,75","3355"
"Soja (em grão)","2016","S","PR","Metropolitana de Curitiba","Paranaguá","Pontal do Paraná","","",""
"Soja (em grão)","2012","S","SC","Norte Catarinense","Canoinhas","Timbó Grande","0,05","0,14","98"
"Soja (em grão)","2008","S","RS","Metropolitana de Porto Alegre","Osório","Xangri-lá","","",""
"Soja (em grão)","2011","S","RS","Noroeste Rio-grandense","Santo Ângelo","Bossoroca","37","75,48","50598"
"Soja (em grão)","1996","S","RS","Metropolitana de Porto Alegre","Osório","Santo Antônio da Patrulha","0,6","1,08","238"
"Soja (em grão)","1992","S","RS","Noroeste Rio-grandense","Passo Fundo","Ronda Alta","24","50,4","10,6939269090909"
"Soja (em grão)","2005","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Relvado","0,085","0,051","24"
"Soja (em grão)","2014","S","PR","Norte Pioneiro Paranaense","Jacarezinho","Cambará","14,7","29,15","25127"
"Soja (em grão)","2003","S","PR","Oeste Paranaense","Foz do Iguaçu","Santa Terezinha de Itaipu","15,6","54,6","31886"
"Soja (em grão)","2005","S","SC","Serrana","Campos de Lages","Otacílio Costa","0,4","0,72","354"
"Soja (em grão)","2017","S","RS","Metropolitana de Porto Alegre","Montenegro","São José do Hortêncio","","",""
"Soja (em grão)","2015","S","PR","Norte Central Paranaense","Astorga","Presidente Castelo Branco","0,8","2,6","2600"
"Soja (em grão)","2014","S","RS","Centro Ocidental Rio-grandense","Santiago","Pinhal Grande","16,35","54,045","55846"
"Soja (em grão)","2003","S","SC","Sul Catarinense","Criciúma","Cocal do Sul","","",""
"Soja (em grão)","2018","S","RS","Metropolitana de Porto Alegre","Osório","Capão da Canoa","","",""
"Soja (em grão)","2014","S","PR","Metropolitana de Curitiba","Paranaguá","Guaraqueçaba","","",""
"Soja (em grão)","2014","S","PR","Noroeste Paranaense","Paranavaí","Cruzeiro do Sul","2,2","5,298","5656"
"Soja (em grão)","2011","S","RS","Nordeste Rio-grandense","Caxias do Sul","Fagundes Varela","0,35","0,819","459"
"Soja (em grão)","2014","S","RS","Centro Ocidental Rio-grandense","Santiago","Tupanciretã","144","390,87","411238"
"Soja (em grão)","1993","S","RS","Noroeste Rio-grandense","Três Passos","Crissiumal","24,5","26,95","81,144"
"Soja (em grão)","2012","S","RS","Noroeste Rio-grandense","Carazinho","Almirante Tamandaré do Sul","15,3","27,54","20793"
"Soja (em grão)","2011","S","SC","Serrana","Curitibanos","Ponte Alta","0,2","0,48","360"
"Soja (em grão)","1995","S","RS","Metropolitana de Porto Alegre","Camaquã","Dom Feliciano","","",""
"Soja (em grão)","2017","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Três Palmeiras","8,5","30,6","31028"
"Soja (em grão)","1994","S","PR","Centro Ocidental Paranaense","Goioerê","Rancho Alegre D'Oeste","10,6","31,218","5619"
"Soja (em grão)","2006","S","RS","Noroeste Rio-grandense","Santo Ângelo","Giruá","57","96,9","36338"
"Soja (em grão)","2014","S","SC","Norte Catarinense","Canoinhas","Santa Terezinha","5","10,5","11435"
"Soja (em grão)","2016","S","PR","Centro Ocidental Paranaense","Goioerê","Rancho Alegre D'Oeste","18,95","63,91","74622"
"Soja (em grão)","2013","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Erval Seco","12,8","35,84","32794"
"Soja (em grão)","1990","S","RS","Noroeste Rio-grandense","Cruz Alta","Jacuizinho","","",""
"Soja (em grão)","1996","S","SC","Oeste Catarinense","Chapecó","Guatambú","1,5","3,54","828"
"Soja (em grão)","1992","S","SC","Grande Florianópolis","Tabuleiro","Rancho Queimado","","",""
"Soja (em grão)","2000","S","PR","Metropolitana de Curitiba","Curitiba","Mandirituba","0,06","0,138","38"
"Soja (em grão)","2003","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Santa Mariana","20,6","55,62","33650"
"Soja (em grão)","2006","S","RS","Noroeste Rio-grandense","Sananduva","Tupanci do Sul","4","9,6","3658"
"Soja (em grão)","1990","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Rondinha","14,7","22,05","0,0733341818181818"
"Soja (em grão)","1993","S","PR","Noroeste Paranaense","Cianorte","Jussara","10,04","20,044","94,276"
"Soja (em grão)","1999","S","SC","Vale do Itajaí","Blumenau","Botuverá","","",""
"Soja (em grão)","1999","S","SC","Oeste Catarinense","São Miguel do Oeste","Guarujá do Sul","0,35","0,7","184"
"Soja (em grão)","2015","S","RS","Sudoeste Rio-grandense","Campanha Meridional","Hulha Negra","12","25,2","27187"
"Soja (em grão)","2015","S","RS","Metropolitana de Porto Alegre","São Jerônimo","Vale Verde","5","15","15608"
"Soja (em grão)","2014","S","PR","Oeste Paranaense","Toledo","Tupãssi","22,72","84,079","86235"
"Soja (em grão)","2017","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Teutônia","0,5","1,5","1438"
"Soja (em grão)","1999","S","PR","Noroeste Paranaense","Paranavaí","Amaporã","","",""
"Soja (em grão)","1998","S","PR","Metropolitana de Curitiba","Paranaguá","Paranaguá","","",""
"Soja (em grão)","1991","S","PR","Oeste Paranaense","Cascavel","Guaraniaçu","2,4","2,88","0,0534109090909091"
"Soja (em grão)","2010","S","RS","Centro Ocidental Rio-grandense","Santiago","Jari","27,5","77,55","43158"
"Soja (em grão)","2001","S","PR","Centro-Sul Paranaense","Guarapuava","Rio Bonito do Iguaçu","3,1","9,3","2483"
"Soja (em grão)","1991","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Ivoti","","",""
"Soja (em grão)","2010","S","RS","Noroeste Rio-grandense","Passo Fundo","Camargo","5,6","16,8","9089"
"Soja (em grão)","2005","S","PR","Oeste Paranaense","Cascavel","Boa Vista da Aparecida","2,4","6,48","3078"
"Soja (em grão)","2007","S","PR","Sudoeste Paranaense","Pato Branco","Sulina","4,5","13,575","6292"
"Soja (em grão)","2017","S","RS","Sudeste Rio-grandense","Jaguarão","Arroio Grande","39,5","123,24","126937"
"Soja (em grão)","2006","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Presidente Lucena","","",""
"Soja (em grão)","2008","S","RS","Noroeste Rio-grandense","Erechim","Entre Rios do Sul","5,385","14,507","10155"
"Soja (em grão)","2005","S","PR","Norte Pioneiro Paranaense","Assaí","Nova Santa Bárbara","5","10","4750"
"Soja (em grão)","2013","S","RS","Metropolitana de Porto Alegre","Camaquã","Barra do Ribeiro","1,422","3,413","3319"
"Soja (em grão)","2015","S","RS","Metropolitana de Porto Alegre","Montenegro","Alto Feliz","","",""
"Soja (em grão)","2013","S","PR","Oeste Paranaense","Toledo","Mercedes","6,7","23,6","22686"
"Soja (em grão)","2010","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Ibarama","0,08","0,192","111"
"Soja (em grão)","2006","S","RS","Noroeste Rio-grandense","Cerro Largo","Caibaté","12","15,12","5670"
"Soja (em grão)","2008","S","SC","Oeste Catarinense","Concórdia","Peritiba","0,02","0,054","35"
"Soja (em grão)","2010","S","PR","Centro Ocidental Paranaense","Campo Mourão","Engenheiro Beltrão","23,85","74,375","38005"
"Soja (em grão)","1992","S","PR","Oeste Paranaense","Foz do Iguaçu","Medianeira","16,12","28,944","7,13601163636364"
"Soja (em grão)","1993","S","RS","Noroeste Rio-grandense","Passo Fundo","Santa Cecília do Sul","","",""
"Soja (em grão)","2001","S","PR","Centro Oriental Paranaense","Ponta Grossa","Carambeí","13,5","43,2","16200"
"Soja (em grão)","2006","S","PR","Noroeste Paranaense","Cianorte","São Manoel do Paraná","3,8","9,88","3705"
"Soja (em grão)","2003","S","RS","Noroeste Rio-grandense","Três Passos","Sede Nova","5,3","12,72","6907"
"Soja (em grão)","1995","S","SC","Serrana","Campos de Lages","Celso Ramos","0,1","0,18","32"
"Soja (em grão)","1990","S","SC","Oeste Catarinense","Xanxerê","Galvão","0,8","1,248","0,00294981818181818"
"Soja (em grão)","1991","S","RS","Noroeste Rio-grandense","Carazinho","Carazinho","74","66,6","1,15569163636364"
"Soja (em grão)","1995","S","SC","Oeste Catarinense","São Miguel do Oeste","Itapiranga","0,4","0,72","116"
"Soja (em grão)","2009","S","RS","Noroeste Rio-grandense","Não-Me-Toque","Lagoa dos Três Cantos","8,6","23,22","18359"
"Soja (em grão)","2006","S","RS","Noroeste Rio-grandense","Carazinho","Sagrada Família","3","5,4","2160"
"Soja (em grão)","2005","S","SC","Vale do Itajaí","Rio do Sul","Laurentino","","",""
"Soja (em grão)","1999","S","PR","Sudoeste Paranaense","Pato Branco","Pato Branco","17,17","40,252","10023"
"Soja (em grão)","1992","S","RS","Noroeste Rio-grandense","Passo Fundo","Muliterno","","",""
"Soja (em grão)","2010","S","PR","Sudoeste Paranaense","Francisco Beltrão","Pinhal de São Bento","0,9","2,905","1516"
"Soja (em grão)","2015","S","RS","Nordeste Rio-grandense","Caxias do Sul","Antônio Prado","","",""
"Soja (em grão)","2002","S","SC","Sul Catarinense","Criciúma","Siderópolis","","",""
"Soja (em grão)","2012","S","RS","Metropolitana de Porto Alegre","Montenegro","São José do Hortêncio","","",""
"Soja (em grão)","1992","S","SC","Serrana","Campos de Lages","Urubici","","",""
"Soja (em grão)","1993","S","SC","Sul Catarinense","Tubarão","Orleans","","",""
"Soja (em grão)","2010","S","PR","Oeste Paranaense","Toledo","Jesuítas","12,45","46,045","23326"
"Soja (em grão)","2017","S","RS","Noroeste Rio-grandense","Carazinho","Almirante Tamandaré do Sul","16,6","67,728","67051"
"Soja (em grão)","2004","S","RS","Noroeste Rio-grandense","Santa Rosa","Novo Machado","12,5","13,5","9304"
